Site Name,COND Start,COND End,COND Num,ECLOI Start,ECLOI End,ECLOI Num,ENT Start,ENT End,ENT Num,FC Start,FC End,FC Num,SAL Start,SAL End,SAL Num,SED_GS_u22_9 Start,SED_GS_u22_9 End,SED_GS_u22_9 Num,SED_GS_u69_1 Start,SED_GS_u69_1 End,SED_GS_u69_1 Num,SED_ISO_C Start,SED_ISO_C End,SED_ISO_C Num,SED_ISO_N Start,SED_ISO_N End,SED_ISO_N Num,SED_MET_Fe Start,SED_MET_Fe End,SED_MET_Fe Num,SED_MET_P Start,SED_MET_P End,SED_MET_P Num,TEMP Start,TEMP End,TEMP Num,WQ_CAR_PH Start,WQ_CAR_PH End,WQ_CAR_PH Num,WQ_DIAG_ISO_del13CDOC_ppt Start,WQ_DIAG_ISO_del13CDOC_ppt End,WQ_DIAG_ISO_del13CDOC_ppt Num,WQ_DIAG_ISO_del15NNOx Start,WQ_DIAG_ISO_del15NNOx End,WQ_DIAG_ISO_del15NNOx Num,WQ_DIAG_ISO_del15NNOx_ppt Start,WQ_DIAG_ISO_del15NNOx_ppt End,WQ_DIAG_ISO_del15NNOx_ppt Num,WQ_DIAG_ISO_del18ONOx Start,WQ_DIAG_ISO_del18ONOx End,WQ_DIAG_ISO_del18ONOx Num,WQ_DIAG_OXY_SAT Start,WQ_DIAG_OXY_SAT End,WQ_DIAG_OXY_SAT Num,WQ_DIAG_PHY_TCHLA Start,WQ_DIAG_PHY_TCHLA End,WQ_DIAG_PHY_TCHLA Num,WQ_DIAG_PHY_TCHLA_EXO Start,WQ_DIAG_PHY_TCHLA_EXO End,WQ_DIAG_PHY_TCHLA_EXO Num,WQ_DIAG_TOT_TDN Start,WQ_DIAG_TOT_TDN End,WQ_DIAG_TOT_TDN Num,WQ_DIAG_TOT_TDP Start,WQ_DIAG_TOT_TDP End,WQ_DIAG_TOT_TDP Num,WQ_DIAG_TOT_TKN Start,WQ_DIAG_TOT_TKN End,WQ_DIAG_TOT_TKN Num,WQ_DIAG_TOT_TN Start,WQ_DIAG_TOT_TN End,WQ_DIAG_TOT_TN Num,WQ_DIAG_TOT_TOC Start,WQ_DIAG_TOT_TOC End,WQ_DIAG_TOT_TOC Num,WQ_DIAG_TOT_TON Start,WQ_DIAG_TOT_TON End,WQ_DIAG_TOT_TON Num,WQ_DIAG_TOT_TP Start,WQ_DIAG_TOT_TP End,WQ_DIAG_TOT_TP Num,WQ_DIAG_TOT_TSS Start,WQ_DIAG_TOT_TSS End,WQ_DIAG_TOT_TSS Num,WQ_DIAG_TOT_TSS_MINERAL Start,WQ_DIAG_TOT_TSS_MINERAL End,WQ_DIAG_TOT_TSS_MINERAL Num,WQ_DIAG_TOT_TSS_ORGANIC Start,WQ_DIAG_TOT_TSS_ORGANIC End,WQ_DIAG_TOT_TSS_ORGANIC Num,WQ_DIAG_TOT_TURBIDITY Start,WQ_DIAG_TOT_TURBIDITY End,WQ_DIAG_TOT_TURBIDITY Num,WQ_DIAG_TOT_TURBIDITY_EXO Start,WQ_DIAG_TOT_TURBIDITY_EXO End,WQ_DIAG_TOT_TURBIDITY_EXO Num,WQ_NCS_SS1 Start,WQ_NCS_SS1 End,WQ_NCS_SS1 Num,WQ_NIT_AMM Start,WQ_NIT_AMM End,WQ_NIT_AMM Num,WQ_NIT_NIT Start,WQ_NIT_NIT End,WQ_NIT_NIT Num,WQ_OGM_DOC Start,WQ_OGM_DOC End,WQ_OGM_DOC Num,WQ_OGM_DON Start,WQ_OGM_DON End,WQ_OGM_DON Num,WQ_OGM_DOP Start,WQ_OGM_DOP End,WQ_OGM_DOP Num,WQ_OGM_PON Start,WQ_OGM_PON End,WQ_OGM_PON Num,WQ_OGM_fDOM Start,WQ_OGM_fDOM End,WQ_OGM_fDOM Num,WQ_OXY_OXY Start,WQ_OXY_OXY End,WQ_OXY_OXY Num,WQ_OXY_SAT Start,WQ_OXY_SAT End,WQ_OXY_SAT Num,WQ_PHS_FRP Start,WQ_PHS_FRP End,WQ_PHS_FRP Num,WQ_PHY_BGA_PE Start,WQ_PHY_BGA_PE End,WQ_PHY_BGA_PE Num,WQ_SIL_RSI Start,WQ_SIL_RSI End,WQ_SIL_RSI Num,spCOND Start,spCOND End,spCOND Num,
NB11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/07/2009,21/12/2018,164,,,,,,,,,,,,,,,,,,,16/07/2009,21/12/2018,330,,,,,,,,,,,,,16/07/2009,21/12/2018,330,,,,,,,16/07/2009,21/12/2018,330,,,,,,,,,,,,,,,,,,,16/07/2009,21/12/2018,330,16/07/2009,21/12/2018,330,,,,,,,,,,,,,,,,16/07/2009,21/12/2018,165,,,,16/07/2009,21/12/2018,323,,,,,,,,,,
NB13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/07/2009,21/12/2018,163,,,,,,,,,,,,,,,,,,,16/07/2009,21/12/2018,330,,,,,,,,,,,,,16/07/2009,21/12/2018,330,,,,,,,16/07/2009,21/12/2018,330,,,,,,,,,,,,,,,,,,,16/07/2009,21/12/2018,330,16/07/2009,21/12/2018,330,,,,,,,,,,,,,,,,16/07/2009,21/12/2018,164,,,,16/07/2009,21/12/2018,330,,,,,,,,,,
NB42,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,08/03/2018,31/12/2018,15,,,,,,,,,,
NB43,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,08/03/2018,31/12/2018,15,,,,,,,,,,
NB825,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,08/03/2018,31/12/2018,15,,,,,,,,,,
NB83,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,08/03/2018,31/12/2018,15,,,,,,,,,,
NC11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/2007,28/12/2018,195,,,,,,,,,,,,,,,,,,,15/08/2007,28/12/2018,379,,,,,,,,,,,,,15/08/2007,28/12/2018,379,15/08/2007,28/12/2018,9,,,,15/08/2007,28/12/2018,379,,,,,,,,,,,,,,,,,,,15/08/2007,28/12/2018,379,15/08/2007,28/12/2018,379,15/08/2007,28/12/2018,9,,,,,,,,,,,,,15/08/2007,28/12/2018,197,,,,15/08/2007,28/12/2018,368,,,,,,,,,,
NC2,,,,,,,10/01/2005,12/08/2010,99,10/01/2005,12/08/2010,99,,,,,,,,,,,,,,,,,,,,,,10/01/2005,12/08/2010,86,,,,,,,,,,,,,,,,,,,10/01/2005,12/08/2010,121,,,,,,,,,,,,,10/01/2005,12/08/2010,136,,,,,,,10/01/2005,12/08/2010,136,,,,,,,,,,,,,,,,,,,10/01/2005,12/08/2010,136,10/01/2005,12/08/2010,136,,,,,,,,,,,,,,,,10/01/2005,12/08/2010,86,,,,10/01/2005,12/08/2010,99,,,,,,,,,,
NC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/2007,12/08/2010,37,,,,,,,,,,,,,,,,,,,15/08/2007,12/08/2010,37,,,,,,,,,,,,,15/08/2007,12/08/2010,37,,,,,,,15/08/2007,12/08/2010,37,,,,,,,,,,,,,,,,,,,15/08/2007,12/08/2010,37,15/08/2007,12/08/2010,37,,,,,,,,,,,,,,,,15/08/2007,12/08/2010,37,,,,,,,,,,,,,,,,
NC517,,,,,,,15/08/2007,31/12/2018,15,15/08/2007,31/12/2018,15,,,,,,,,,,,,,,,,,,,,,,15/08/2007,31/12/2018,52,,,,,,,,,,,,,,,,,,,15/08/2007,31/12/2018,52,,,,,,,,,,,,,15/08/2007,31/12/2018,242,,,,,,,15/08/2007,31/12/2018,242,,,,,,,,,,,,,,,,,,,15/08/2007,31/12/2018,242,15/08/2007,31/12/2018,242,,,,,,,,,,,,,,,,15/08/2007,31/12/2018,52,,,,15/08/2007,31/12/2018,15,,,,,,,,,,
NCB280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15/08/2007,12/08/2010,36,,,,,,,,,,,,,,,,,,,15/08/2007,12/08/2010,36,,,,,,,,,,,,,15/08/2007,12/08/2010,81,,,,,,,15/08/2007,12/08/2010,81,,,,,,,,,,,,,,,,,,,15/08/2007,12/08/2010,81,15/08/2007,12/08/2010,81,,,,,,,,,,,,,,,,15/08/2007,12/08/2010,36,,,,,,,,,,,,,,,,
NS04,,,,,,,10/07/2008,28/12/2018,11,10/07/2008,28/12/2018,11,,,,,,,,,,,,,,,,,,,,,,10/07/2008,28/12/2018,197,,,,,,,,,,,,,,,,,,,10/07/2008,28/12/2018,370,,,,,,,,,,,,,10/07/2008,28/12/2018,370,10/07/2008,28/12/2018,9,,,,10/07/2008,28/12/2018,370,10/07/2008,28/12/2018,11,,,,,,,,,,,,,10/07/2008,28/12/2018,11,10/07/2008,28/12/2018,370,10/07/2008,28/12/2018,370,10/07/2008,28/12/2018,9,,,,,,,,,,,,,10/07/2008,28/12/2018,188,,,,10/07/2008,28/12/2018,370,,,,,,,,,,
NS081,,,,10/01/2005,28/12/2018,88,10/01/2005,28/12/2018,100,10/01/2005,28/12/2018,97,,,,,,,,,,,,,,,,,,,,,,10/01/2005,28/12/2018,60,,,,,,,,,,,,,,,,,,,10/01/2005,28/12/2018,92,,,,,,,,,,,,,10/01/2005,28/12/2018,100,,,,,,,10/01/2005,28/12/2018,100,10/01/2005,28/12/2018,14,,,,,,,,,,,,,10/01/2005,28/12/2018,14,10/01/2005,28/12/2018,98,10/01/2005,28/12/2018,97,,,,,,,,,,,,,,,,10/01/2005,28/12/2018,60,,,,10/01/2005,28/12/2018,86,,,,,,,,,,
NS082,,,,10/01/2005,28/12/2018,197,10/01/2005,28/12/2018,206,10/01/2005,28/12/2018,206,,,,,,,,,,,,,,,,,,,,,,10/01/2005,28/12/2018,115,,,,,,,,,,,,,,,,,,,10/01/2005,28/12/2018,200,,,,,,,,,,,,,10/01/2005,28/12/2018,206,10/01/2005,28/12/2018,6,,,,10/01/2005,28/12/2018,206,10/01/2005,28/12/2018,20,,,,,,,,,,,,,10/01/2005,28/12/2018,20,10/01/2005,28/12/2018,206,10/01/2005,28/12/2018,206,10/01/2005,28/12/2018,6,,,,,,,,,,,,,10/01/2005,28/12/2018,106,,,,10/01/2005,28/12/2018,195,,,,,,,,,,
NS087,,,,10/01/2005,31/12/2018,205,10/01/2005,31/12/2018,220,10/01/2005,31/12/2018,220,,,,,,,,,,,,,,,,,,,,,,10/01/2005,31/12/2018,123,,,,,,,,,,,,,,,,,,,10/01/2005,31/12/2018,207,,,,,,,,,,,,,10/01/2005,31/12/2018,220,10/01/2005,31/12/2018,6,,,,10/01/2005,31/12/2018,220,,,,,,,,,,,,,,,,,,,10/01/2005,31/12/2018,220,10/01/2005,31/12/2018,224,10/01/2005,31/12/2018,6,,,,,,,,,,,,,10/01/2005,31/12/2018,123,,,,10/01/2005,31/12/2018,220,,,,,,,,,,
NS090,,,,10/01/2005,31/12/2018,201,10/01/2005,31/12/2018,216,10/01/2005,31/12/2018,216,,,,,,,,,,,,,,,,,,,,,,10/01/2005,31/12/2018,115,,,,,,,,,,,,,,,,,,,10/01/2005,31/12/2018,207,,,,,,,,,,,,,10/01/2005,31/12/2018,216,10/01/2005,31/12/2018,6,,,,10/01/2005,31/12/2018,216,,,,,,,,,,,,,,,,,,,10/01/2005,31/12/2018,216,10/01/2005,31/12/2018,216,10/01/2005,31/12/2018,6,,,,,,,,,,,,,10/01/2005,31/12/2018,115,,,,10/01/2005,31/12/2018,216,,,,,,,,,,
NS26,,,,10/01/2005,14/11/2018,201,10/01/2005,14/11/2018,205,10/01/2005,14/11/2018,205,,,,,,,,,,,,,,,,,,,,,,10/01/2005,14/11/2018,106,,,,,,,,,,,,,,,,,,,10/01/2005,14/11/2018,202,,,,,,,,,,,,,10/01/2005,14/11/2018,205,10/01/2005,14/11/2018,6,,,,10/01/2005,14/11/2018,205,,,,,,,,,,,,,,,,,,,10/01/2005,14/11/2018,205,10/01/2005,14/11/2018,205,10/01/2005,14/11/2018,6,,,,,,,,,,,,,10/01/2005,14/11/2018,107,,,,10/01/2005,14/11/2018,205,,,,,,,,,,
NS45,,,,,,,20/11/2006,21/04/2012,12,20/11/2006,21/04/2012,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/11/2006,21/04/2012,12,20/11/2006,21/04/2012,12,,,,20/11/2006,21/04/2012,12,20/11/2006,21/04/2012,12,,,,,,,,,,,,,20/11/2006,21/04/2012,12,20/11/2006,21/04/2012,12,20/11/2006,21/04/2012,12,20/11/2006,21/04/2012,12,,,,,,,,,,,,,,,,,,,,,,,,,20/11/2006,21/04/2012,12,,,,
N411,,,,,,,01/08/2018,24/12/2018,8,01/08/2018,24/12/2018,8,,,,,,,,,,,,,,,,,,,,,,01/08/2018,24/12/2018,7,,,,,,,,,,,,,,,,,,,01/08/2018,24/12/2018,8,,,,,,,,,,,,,01/08/2018,24/12/2018,8,,,,,,,01/08/2018,24/12/2018,8,,,,,,,,,,,,,,,,,,,01/08/2018,24/12/2018,8,01/08/2018,24/12/2018,8,,,,,,,,,,,,,,,,01/08/2018,24/12/2018,8,,,,01/08/2018,24/12/2018,8,,,,,,,,,,
N412,,,,,,,01/08/2018,24/12/2018,8,01/08/2018,24/12/2018,8,,,,,,,,,,,,,,,,,,,,,,01/08/2018,24/12/2018,7,,,,,,,,,,,,,,,,,,,01/08/2018,24/12/2018,8,,,,,,,,,,,,,01/08/2018,24/12/2018,8,,,,,,,01/08/2018,24/12/2018,8,,,,,,,,,,,,,,,,,,,01/08/2018,24/12/2018,8,01/08/2018,24/12/2018,8,,,,,,,,,,,,,,,,01/08/2018,24/12/2018,8,,,,01/08/2018,24/12/2018,8,,,,,,,,,,
N464,,,,,,,09/03/2018,24/12/2018,15,09/03/2018,24/12/2018,15,,,,,,,,,,,,,,,,,,,,,,09/03/2018,24/12/2018,14,,,,,,,,,,,,,,,,,,,09/03/2018,24/12/2018,15,,,,,,,,,,,,,09/03/2018,24/12/2018,15,,,,,,,09/03/2018,24/12/2018,15,,,,,,,,,,,,,,,,,,,09/03/2018,24/12/2018,15,09/03/2018,24/12/2018,15,,,,,,,,,,,,,,,,09/03/2018,24/12/2018,15,,,,09/03/2018,24/12/2018,15,,,,,,,,,,
N46A,,,,,,,09/03/2018,10/06/2019,23,09/03/2018,10/06/2019,23,,,,,,,,,,,,,,,,,,,,,,09/03/2018,10/06/2019,22,,,,,,,,,,,,,,,,,,,09/03/2018,10/06/2019,23,,,,,,,,,,,,,09/03/2018,10/06/2019,23,,,,,,,09/03/2018,10/06/2019,23,,,,,,,,,,,,,,,,,,,09/03/2018,10/06/2019,23,09/03/2018,10/06/2019,23,,,,,,,,,,,,,,,,09/03/2018,10/06/2019,22,,,,09/03/2018,10/06/2019,23,,,,,,,,,,
N541,,,,,,,09/07/2018,24/12/2018,9,09/07/2018,24/12/2018,9,,,,,,,,,,,,,,,,,,,,,,09/07/2018,24/12/2018,9,,,,,,,,,,,,,,,,,,,09/07/2018,24/12/2018,9,,,,,,,,,,,,,09/07/2018,24/12/2018,9,,,,,,,09/07/2018,24/12/2018,9,,,,,,,,,,,,,,,,,,,09/07/2018,24/12/2018,9,09/07/2018,24/12/2018,9,,,,,,,,,,,,,,,,09/07/2018,24/12/2018,9,,,,09/07/2018,24/12/2018,9,,,,,,,,,,
N542,,,,,,,09/07/2018,24/12/2018,9,09/07/2018,24/12/2018,9,,,,,,,,,,,,,,,,,,,,,,09/07/2018,24/12/2018,9,,,,,,,,,,,,,,,,,,,09/07/2018,24/12/2018,9,,,,,,,,,,,,,09/07/2018,24/12/2018,9,,,,,,,09/07/2018,24/12/2018,9,,,,,,,,,,,,,,,,,,,09/07/2018,24/12/2018,9,09/07/2018,24/12/2018,9,,,,,,,,,,,,,,,,09/07/2018,24/12/2018,9,,,,09/07/2018,24/12/2018,9,,,,,,,,,,
N7824,,,,,,,08/03/2018,28/12/2018,15,08/03/2018,28/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,28/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,28/12/2018,15,,,,,,,,,,,,,08/03/2018,28/12/2018,15,,,,,,,08/03/2018,28/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,28/12/2018,15,08/03/2018,28/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,28/12/2018,15,,,,08/03/2018,28/12/2018,15,,,,,,,,,,
N78,,,,,,,08/03/2018,28/12/2018,15,08/03/2018,28/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,28/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,28/12/2018,15,,,,,,,,,,,,,08/03/2018,28/12/2018,15,,,,,,,08/03/2018,28/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,28/12/2018,15,08/03/2018,28/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,28/12/2018,15,,,,08/03/2018,28/12/2018,15,,,,,,,,,,
N911A,,,,,,,08/03/2018,21/12/2018,14,08/03/2018,21/12/2018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N911,,,,,,,08/03/2018,21/12/2018,14,08/03/2018,21/12/2018,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NC53,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,08/03/2018,31/12/2018,15,,,,,,,,,,
NC5,,,,,,,08/03/2018,04/10/2018,10,08/03/2018,04/10/2018,10,,,,,,,,,,,,,,,,,,,,,,08/03/2018,04/10/2018,10,,,,,,,,,,,,,,,,,,,08/03/2018,04/10/2018,10,,,,,,,,,,,,,08/03/2018,04/10/2018,10,,,,,,,08/03/2018,04/10/2018,10,,,,,,,,,,,,,,,,,,,08/03/2018,04/10/2018,10,08/03/2018,04/10/2018,10,,,,,,,,,,,,,,,,08/03/2018,04/10/2018,10,,,,08/03/2018,04/10/2018,10,,,,,,,,,,
NC75,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,08/03/2018,31/12/2018,15,,,,,,,,,,
NC8,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,,,,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,08/03/2018,31/12/2018,15,,,,,,,,,,,,,,,,08/03/2018,31/12/2018,15,,,,08/03/2018,31/12/2018,15,,,,,,,,,,
NS23,,,,,,,14/09/2018,14/11/2018,4,14/09/2018,14/11/2018,4,,,,,,,,,,,,,,,,,,,,,,14/09/2018,14/11/2018,4,,,,,,,,,,,,,,,,,,,14/09/2018,14/11/2018,4,,,,,,,,,,,,,14/09/2018,14/11/2018,4,,,,,,,14/09/2018,14/11/2018,4,,,,,,,,,,,,,,,,,,,14/09/2018,14/11/2018,4,14/09/2018,14/11/2018,4,,,,,,,,,,,,,,,,14/09/2018,14/11/2018,4,,,,14/09/2018,14/11/2018,4,,,,,,,,,,
N641,,,,28/09/2006,28/12/2018,112,28/09/2006,28/12/2018,127,28/09/2006,28/12/2018,127,,,,,,,,,,,,,,,,,,,,,,28/09/2006,28/12/2018,71,,,,,,,,,,,,,,,,,,,28/09/2006,28/12/2018,127,,,,,,,,,,,,,28/09/2006,28/12/2018,127,28/09/2006,28/12/2018,7,,,,28/09/2006,28/12/2018,127,28/09/2006,28/12/2018,14,,,,,,,,,,,,,28/09/2006,28/12/2018,14,28/09/2006,28/12/2018,127,28/09/2006,28/12/2018,127,28/09/2006,28/12/2018,7,,,,,,,,,,,,,28/09/2006,28/12/2018,71,,,,28/09/2006,28/12/2018,127,,,,28/09/2006,28/12/2018,14,,,,
N64,,,,,,,,,,21/01/2005,30/01/2020,179,,,,,,,,,,,,,,,,,,,,,,21/01/2005,30/01/2020,261,,,,,,,,,,,,,,,,,,,21/01/2005,30/01/2020,259,,,,,,,,,,,,,21/01/2005,30/01/2020,255,,,,,,,21/01/2005,30/01/2020,255,21/01/2005,30/01/2020,255,,,,,,,,,,,,,21/01/2005,30/01/2020,255,,,,,,,,,,,,,,,,,,,,,,21/01/2005,30/01/2020,261,,,,21/01/2005,30/01/2020,189,,,,21/01/2005,30/01/2020,255,,,,
Box_10_A,05/09/2017,01/07/2020,3,,,,,,,,,,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,,,,05/09/2017,01/07/2020,3,,,,,,,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,,,,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,,,,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,1,05/09/2017,01/07/2020,3,,,,05/09/2017,01/07/2020,3,05/09/2017,01/07/2020,3,,,,05/09/2017,01/07/2020,3,
Box_10_B,05/09/2017,01/06/2020,3,,,,,,,,,,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,3,,,,,,,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,3,
Box_10_C,05/09/2017,01/06/2020,3,,,,,,,,,,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,3,,,,,,,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,1,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,3,05/09/2017,01/06/2020,3,,,,05/09/2017,01/06/2020,3,
